,Лига,Клуб,Имя,Номер игрока,Возраст,Позиция,Сыгранные матчи,Играл в основном составе,Завершенные матчи,Начинал со скамейки,Провел игру на скамейке,Кол-во минут,Желтые карточки,Красные карточки,Голы
1904,Ligue 1,Rennes,Morel,21,35,Центральный защитник,21,20,19,1,1,1806,2,0,1
1905,Ligue 1,Rennes,Camavinga,18,17,Полузащитник,25,24,18,1,1,2112,4,0,1
1906,Ligue 1,Rennes,Bourigeaud,14,25,Полузащитник,25,21,16,4,0,1904,5,0,2
1907,Ligue 1,Rennes,Del Castillo,22,23,Полузащитник,21,14,6,7,6,1243,2,0,2
1908,Ligue 1,Rennes,Niang,11,25,Нападающий,26,24,15,2,1,2133,2,0,10
1909,Ligue 1,Rennes,Raphael,7,23,Нападающий,22,20,13,2,0,1695,4,0,5
1910,Ligue 1,Rennes,Lea Siliki,12,23,Нападающий,20,12,5,8,6,1079,4,0,0
1911,Ligue 1,Rennes,Salin,1,35,Вратарь,4,4,4,0,22,360,1,0,-5
1912,Ligue 1,Rennes,Hunou,23,25,Полузащитник,23,13,4,10,1,1209,2,0,8
1913,Ligue 1,Rennes,Gnagnon,21,22,Центральный защитник,19,14,13,5,4,1275,2,0,0
1914,Ligue 1,Rennes,Tait,20,26,Полузащитник,17,9,5,8,5,881,0,1,2
1915,Ligue 1,Rennes,Gelin,26,22,Центральный защитник,14,10,8,4,7,923,1,0,0
1916,Ligue 1,Rennes,Bonet,30,16,Вратарь,0,0,0,0,4,0,0,0,0
1917,Ligue 1,Rennes,Grenier,8,28,Полузащитник,11,10,6,1,2,842,2,0,1
1918,Ligue 1,Rennes,Siebatcheu,9,23,Нападающий,14,4,0,10,5,435,3,0,0
1919,Ligue 1,Rennes,Gboho,34,18,Полузащитник,8,2,0,6,9,223,1,0,1
1920,Ligue 1,Rennes,Nzonzi,25,31,Полузащитник,5,4,4,1,0,385,0,0,0
1921,Ligue 1,Rennes,Boey,31,19,Правый защитник,5,1,1,4,6,168,1,0,0
1922,Ligue 1,Rennes,Nyamsi,4,22,Центральный защитник,4,0,0,4,11,113,0,0,0
1923,Ligue 1,Rennes,Martin,28,29,Полузащитник,3,1,1,2,2,111,1,0,0
1924,Ligue 1,Rennes,Da Cunha,32,18,Нападающий,2,1,0,1,2,72,0,0,0
1925,Ligue 1,Rennes,Guitane,10,20,Полузащитник,2,0,0,2,6,14,0,0,0
1926,Ligue 1,Rennes,Doumbia,5,23,Левый защитник,1,1,1,0,1,90,0,0,0
1927,Ligue 1,Rennes,Johansson,6,29,Полузащитник,0,0,0,0,4,0,0,0,0
1928,Ligue 1,Rennes,Sakho,25,30,Нападающий,0,0,0,0,1,0,0,0,0
1929,Ligue 1,Rennes,Damergy,40,17,Вратарь,0,0,0,0,1,0,0,0,0
1930,Ligue 1,Rennes,Bensebaini,15,24,Левый защитник,0,0,0,0,0,0,0,0,0
1931,Ligue 1,Rennes,Tell,24,22,Нападающий,0,0,0,0,0,0,0,0,0
1932,Ligue 1,Rennes,Lauriente,19,21,Полузащитник,0,0,0,0,0,0,0,0,0
1933,Ligue 1,Lille,Maignan,16,24,Вратарь,28,28,28,0,0,2520,0,0,-27
1934,Ligue 1,Lille,Çelik,17,22,Правый защитник,23,23,23,0,3,2070,4,0,0
1935,Ligue 1,Lille,Bradarić,29,20,Левый защитник,18,16,14,2,4,1420,1,0,0
1936,Ligue 1,Lille,Fonte,6,36,Центральный защитник,25,25,24,0,3,2206,4,0,1
1937,Ligue 1,Lille,Gabriel,4,22,Центральный защитник,24,23,22,1,1,2087,3,0,1
1938,Ligue 1,Lille,Ikoné,10,21,Полузащитник,28,26,5,2,0,2075,6,0,3
1939,Ligue 1,Lille,André,21,29,Полузащитник,26,23,19,3,0,2055,6,0,2
1940,Ligue 1,Lille,Renato Sanches,18,22,Полузащитник,19,16,14,3,1,1482,3,0,3
1941,Ligue 1,Lille,Soumaré,24,20,Полузащитник,20,15,7,5,6,1216,1,2,0
1942,Ligue 1,Lille,Osimhen,7,21,Нападающий,27,25,21,2,0,2289,4,0,13
1943,Ligue 1,Lille,Bamba,14,23,Нападающий,26,22,13,4,1,1942,1,0,1
1944,Ligue 1,Lille,Léo,1,24,Вратарь,0,0,0,0,28,0,0,0,0
1945,Ligue 1,Lille,Rémy,9,32,Нападающий,20,11,1,9,5,964,2,0,7
1946,Ligue 1,Lille,Mandava,28,25,Левый защитник,16,12,11,4,6,1108,4,0,0
1947,Ligue 1,Lille,Luiz Araújo,11,23,Нападающий,21,7,3,14,5,819,1,0,2
1948,Ligue 1,Lille,Yazıcı,12,22,Полузащитник,18,9,4,9,0,844,1,1,1
1949,Ligue 1,Lille,Jakubech,40,22,Вратарь,0,0,0,0,0,0,0,0,0
1950,Ligue 1,Lille,Xeka,8,25,Полузащитник,17,8,2,9,3,706,4,0,0
1951,Ligue 1,Lille,Tiago Djaló,2,19,Центральный защитник,8,8,5,0,13,664,1,0,0
1952,Ligue 1,Lille,Pied,26,30,Правый защитник,5,5,5,0,18,450,2,0,0
1953,Ligue 1,Lille,Soumaoro,5,27,Центральный защитник,6,4,4,2,7,413,0,0,1
1954,Ligue 1,Lille,Gaitán,20,31,Нападающий,4,0,0,4,1,50,0,0,0
1955,Ligue 1,Lille,Weah,22,19,Нападающий,3,1,0,2,0,84,1,0,0
1956,Ligue 1,Lille,Thiago Maia,20,22,Полузащитник,3,0,0,3,4,45,0,0,0
1957,Ligue 1,Lille,Onana,34,19,Полузащитник,1,1,0,0,0,80,0,0,0
1958,Ligue 1,Lille,Niasse,33,19,Полузащитник,1,0,0,1,4,14,0,0,0
1959,Ligue 1,Lille,Ouattara,34,20,Нападающий,1,0,0,1,2,8,0,0,0
1960,Ligue 1,Lille,Postolachi,33,19,Центральный нападающий,0,0,0,0,1,0,0,0,0
1961,Ligue 1,Lille,Agouzoul,3,22,Центральный защитник,0,0,0,0,0,0,0,0,0
1962,Ligue 1,Lille,Show,23,20,Полузащитник,0,0,0,0,0,0,0,0,0
1963,Ligue 1,Lille,Chevalier,30,18,Вратарь,0,0,0,0,0,0,0,0,0
1964,Ligue 1,Nice,Benítez,40,26,Вратарь,26,26,26,0,0,2340,0,0,-36
1965,Ligue 1,Nice,Burner,15,23,Правый защитник,20,15,12,5,5,1432,5,1,1
1966,Ligue 1,Nice,Nsoki,2,20,Левый защитник,17,14,12,3,4,1272,3,0,0
1967,Ligue 1,Nice,Dante,4,36,Центральный защитник,21,21,21,0,0,1890,7,0,1
1968,Ligue 1,Nice,Sarr,23,20,Центральный защитник,19,16,13,3,4,1454,2,0,1
1969,Ligue 1,Nice,Lees-Melou,8,26,Полузащитник,26,25,23,1,0,2253,5,0,5
1970,Ligue 1,Nice,Cyprien,25,24,Полузащитник,20,20,18,0,0,1774,2,1,7
1971,Ligue 1,Nice,Claude-Maurice,18,21,Полузащитник,22,19,12,3,0,1633,2,0,1
1972,Ligue 1,Nice,Dolberg,9,22,Нападающий,23,22,14,1,0,1895,2,0,11
1973,Ligue 1,Nice,Ounas,10,23,Нападающий,16,14,4,2,0,1131,2,1,2
1974,Ligue 1,Nice,Ganago,14,20,Нападающий,26,12,4,14,1,1233,0,0,3
1975,Ligue 1,Nice,Clementia,16,22,Вратарь,2,2,2,0,26,180,0,0,-2
1976,Ligue 1,Nice,Danilo,21,23,Полузащитник,16,12,11,4,7,1120,4,0,0
1977,Ligue 1,Nice,Hérelle,29,27,Центральный защитник,15,13,8,2,0,1106,3,1,3
1978,Ligue 1,Nice,Lusamba,22,22,Полузащитник,15,11,5,4,10,984,1,0,1
1979,Ligue 1,Nice,Maolida,7,20,Нападающий,18,7,2,11,4,670,0,0,1
1980,Ligue 1,Nice,Cardinale,30,25,Вратарь,0,0,0,0,2,0,0,0,0
1981,Ligue 1,Nice,Atal,20,23,Правый защитник,13,12,8,1,0,1006,5,0,1
1982,Ligue 1,Nice,Thuram-Ulien,19,18,Полузащитник,14,7,2,7,6,589,1,0,0
1983,Ligue 1,Nice,Coly,12,24,Левый защитник,10,8,4,2,6,651,3,2,1
1984,Ligue 1,Nice,Pelmard,24,19,Центральный защитник,10,8,6,2,3,766,1,0,0
1985,Ligue 1,Nice,Boudaoui,28,20,Полузащитник,9,6,1,3,5,492,2,1,0
1986,Ligue 1,Nice,Tamèze,5,25,Полузащитник,8,6,4,2,5,519,2,0,1
1987,Ligue 1,Nice,Wagué,6,21,Правый защитник,5,2,2,3,2,198,0,0,0
1988,Ligue 1,Nice,Lloris,3,24,Центральный защитник,3,3,3,0,5,270,1,0,0
1989,Ligue 1,Nice,Durmisi,5,25,Левый защитник,4,2,0,2,3,160,0,0,0
1990,Ligue 1,Nice,Sacko,18,22,Полузащитник,3,2,1,1,0,145,0,0,0
1991,Ligue 1,Nice,Srarfi,11,22,Полузащитник,3,1,0,2,5,132,1,0,0
1992,Ligue 1,Nice,Le Bihan,10,29,Нападающий,2,1,1,1,0,99,1,0,0
1993,Ligue 1,Nice,Walter,6,24,Полузащитник,1,1,0,0,2,54,0,0,0
1994,Ligue 1,Nice,Cissé,34,20,Центральный защитник,2,0,0,2,1,48,0,0,0
1995,Ligue 1,Nice,Sylvestre,33,20,Полузащитник,1,0,0,1,2,36,0,0,0
1996,Ligue 1,Nice,Guessand,35,18,Нападающий,0,0,0,0,2,0,0,0,0
1997,Ligue 1,Nice,Gameiro,35,20,Нападающий,0,0,0,0,1,0,0,0,0
1998,Ligue 1,Nice,Pierret,34,19,Полузащитник,0,0,0,0,1,0,0,0,0
1999,Ligue 1,Nice,Trouillet,27,19,Полузащитник,0,0,0,0,1,0,0,0,0
2000,Ligue 1,Nice,Crétier,33,18,Центральный защитник,0,0,0,0,1,0,0,0,0
2001,Ligue 1,Nice,Fadiga,27,18,Нападающий,0,0,0,0,0,0,0,0,0
2002,Ligue 1,Stade de Reims,Rajković,1,24,Вратарь,27,27,27,0,0,2430,1,0,-18
2003,Ligue 1,Stade de Reims,Foket,32,25,Правый защитник,27,27,27,0,1,2430,3,0,0
2004,Ligue 1,Stade de Reims,Konan,3,24,Левый защитник,16,15,14,1,6,1333,1,1,0
2005,Ligue 1,Stade de Reims,Abdelhamid,5,32,Центральный защитник,28,28,28,0,0,2520,0,0,3
2006,Ligue 1,Stade de Reims,Disasi,6,21,Центральный защитник,27,27,27,0,0,2430,3,0,1
2007,Ligue 1,Stade de Reims,Chavalerin,7,28,Полузащитник,24,24,23,0,0,2148,6,0,1
2008,Ligue 1,Stade de Reims,Doumbia,25,25,Полузащитник,26,22,3,4,0,1733,6,1,2
2009,Ligue 1,Stade de Reims,Romao,4,35,Полузащитник,22,21,16,1,3,1785,9,2,0
2010,Ligue 1,Stade de Reims,Kamara,13,25,Полузащитник,23,18,16,5,3,1706,5,0,2
2011,Ligue 1,Stade de Reims,Dia,11,23,Нападающий,24,21,12,3,0,1818,0,0,7
2012,Ligue 1,Stade de Reims,Oudin,18,23,Нападающий,18,16,8,2,0,1403,1,0,3
2013,Ligue 1,Stade de Reims,Lemaître,16,22,Вратарь,1,1,1,0,27,90,0,0,-3
2014,Ligue 1,Stade de Reims,Dingomé,20,28,Левый защитник,15,12,1,3,2,900,1,0,0
2015,Ligue 1,Stade de Reims,Munetsi,15,23,Полузащитник,17,8,7,9,7,830,3,0,0
2016,Ligue 1,Stade de Reims,Cafaro,24,22,Полузащитник,13,12,4,1,0,931,2,1,1
2017,Ligue 1,Stade de Reims,Donis,9,23,Полузащитник,15,6,0,9,4,606,1,0,0
2018,Ligue 1,Stade de Reims,Diouf,30,20,Вратарь,0,0,0,0,1,0,0,0,0
2019,Ligue 1,Stade de Reims,Kutesa,8,22,Полузащитник,14,4,1,10,9,521,0,0,1
2020,Ligue 1,Stade de Reims,Mbuku,33,17,Нападающий,11,3,0,8,9,391,0,0,0
2021,Ligue 1,Stade de Reims,Moreto Cassamá,23,21,Полузащитник,7,7,5,0,5,594,3,0,0
2022,Ligue 1,Stade de Reims,Hyun-Jun Suk,10,28,Нападающий,13,1,0,12,5,252,3,0,1
2023,Ligue 1,Stade de Reims,Touré,34,18,Центральный нападающий,7,6,1,1,0,457,2,0,3
2024,Ligue 1,Stade de Reims,Nkada,19,20,Нападающий,8,0,0,8,4,140,1,0,0
2025,Ligue 1,Stade de Reims,Sissoko,14,20,Полузащитник,3,0,0,3,10,29,0,0,0
2026,Ligue 1,Stade de Reims,Maresic,29,20,Центральный защитник,1,1,1,0,10,90,0,0,0
2027,Ligue 1,Stade de Reims,Sierhuis,10,21,Центральный нападающий,1,1,0,0,0,13,0,0,0
2028,Ligue 1,Stade de Reims,Zeneli,17,24,Нападающий,1,0,0,1,1,5,0,0,0
2029,Ligue 1,Stade de Reims,Mbemba,26,24,Полузащитник,0,0,0,0,5,0,0,0,0
2030,Ligue 1,Stade de Reims,Costa,34,18,Центральный защитник,0,0,0,0,2,0,0,0,0
2031,Ligue 1,Stade de Reims,Sakava,33,19,Полузащитник,0,0,0,0,1,0,0,0,0
2032,Ligue 1,Stade de Reims,Pinson,27,23,Центральный нападающий,0,0,0,0,0,0,0,0,0
2033,Ligue 1,Olympique Lyonnais,Lopes,1,29,Вратарь,26,26,26,0,0,2340,1,0,-25
2034,Ligue 1,Olympique Lyonnais,Dubois,14,25,Правый защитник,16,15,14,1,0,1347,3,0,0
2035,Ligue 1,Olympique Lyonnais,Denayer,5,24,Центральный защитник,25,24,22,1,1,2133,0,0,0
2036,Ligue 1,Olympique Lyonnais,Andersen,3,23,Центральный защитник,18,17,17,1,10,1531,3,0,1
2037,Ligue 1,Olympique Lyonnais,Marcelo,6,32,Центральный защитник,17,17,15,0,10,1505,4,0,0
2038,Ligue 1,Olympique Lyonnais,Aouar,8,21,Полузащитник,25,23,14,2,1,1963,3,0,3
2039,Ligue 1,Olympique Lyonnais,Thiago Mendes,12,27,Полузащитник,22,21,15,1,0,1817,3,1,0
2040,Ligue 1,Olympique Lyonnais,Tousart,29,22,Полузащитник,24,19,16,5,2,1762,5,0,2
2041,Ligue 1,Olympique Lyonnais,Dembélé,9,23,Нападающий,27,24,20,3,1,2189,3,0,16
2042,Ligue 1,Olympique Lyonnais,Traoré,10,24,Нападающий,23,14,4,9,4,1254,6,0,1
2043,Ligue 1,Olympique Lyonnais,Cornet,27,23,Нападающий,22,14,9,8,2,1328,1,0,4
2044,Ligue 1,Olympique Lyonnais,Tătărușanu,30,33,Вратарь,2,2,2,0,23,180,0,0,-2
2045,Ligue 1,Olympique Lyonnais,Terrier,7,22,Полузащитник,23,13,6,10,3,1195,0,0,1
2046,Ligue 1,Olympique Lyonnais,Tete,23,24,Правый защитник,18,9,8,9,5,1064,1,0,0
2047,Ligue 1,Olympique Lyonnais,Reine-Adélaïde,17,21,Полузащитник,14,11,2,3,2,789,3,0,2
2048,Ligue 1,Olympique Lyonnais,Depay,11,25,Нападающий,13,12,7,1,1,1022,0,0,9
2049,Ligue 1,Olympique Lyonnais,Racioppi,16,21,Вратарь,0,0,0,0,5,0,0,0,0
2050,Ligue 1,Olympique Lyonnais,Rafael,4,29,Правый защитник,13,9,4,4,7,701,3,0,0
2051,Ligue 1,Olympique Lyonnais,Marçal,20,30,Левый защитник,11,11,8,0,1,832,1,2,0
2052,Ligue 1,Olympique Lyonnais,Koné,28,24,Левый защитник,11,10,6,1,2,821,1,1,0
2053,Ligue 1,Olympique Lyonnais,Caqueret,25,19,Полузащитник,8,7,4,1,12,570,2,0,0
2054,Ligue 1,Olympique Lyonnais,Jean Lucas,22,21,Полузащитник,11,1,0,10,11,192,3,0,1
2055,Ligue 1,Olympique Lyonnais,Ekambi,21,27,Нападающий,8,5,2,3,0,538,2,0,2
2056,Ligue 1,Olympique Lyonnais,Cherki,18,16,Полузащитник,6,1,0,5,6,139,0,0,0
2057,Ligue 1,Olympique Lyonnais,Bruno Guimarães,39,22,Полузащитник,3,3,3,0,1,270,1,0,0
2058,Ligue 1,Olympique Lyonnais,Gouiri,19,19,Центральный нападающий,1,0,0,1,2,1,0,0,0
2059,Ligue 1,Olympique Lyonnais,Bard,31,19,Левый защитник,1,0,0,1,1,44,0,0,0
2060,Ligue 1,Olympique Lyonnais,Solet,26,19,Центральный защитник,1,0,0,1,0,8,0,0,0
2061,Ligue 1,Olympique Lyonnais,Pape Cheikh,24,22,Полузащитник,0,0,0,0,1,0,0,0,0
2062,Ligue 1,Olympique Lyonnais,Kalulu,33,19,Правый защитник,0,0,0,0,1,0,0,0,0
2063,Ligue 1,Olympique Lyonnais,Yanga,2,30,Центральный защитник,0,0,0,0,0,0,0,0,0
2064,Ligue 1,Olympique Lyonnais,Diomandé,2,18,Центральный защитник,0,0,0,0,0,0,0,0,0
2065,Ligue 1,Montpellier,Rulli,1,27,Вратарь,25,25,25,0,0,2250,0,0,-27
2066,Ligue 1,Montpellier,Oyongo,8,28,Центральный защитник,21,21,17,0,6,1825,3,0,0
2067,Ligue 1,Montpellier,Congré,3,34,Левый защитник,24,23,20,1,2,1943,4,0,0
2068,Ligue 1,Montpellier,Hilton,4,42,Центральный защитник,28,28,27,0,0,2511,2,0,0
2069,Ligue 1,Montpellier,Pedro Mendes,5,29,Центральный защитник,16,16,14,0,0,1378,9,1,1
2070,Ligue 1,Montpellier,Souquet,2,27,Полузащитник,24,22,21,2,1,2015,6,0,2
2071,Ligue 1,Montpellier,Savanier,11,28,Полузащитник,19,18,9,1,0,1532,5,0,6
2072,Ligue 1,Montpellier,Le Tallec,14,29,Нападающий,28,28,24,0,0,2462,3,0,2
2073,Ligue 1,Montpellier,Laborde,10,25,Нападающий,28,27,13,1,0,2250,1,0,6
2074,Ligue 1,Montpellier,Delort,9,28,Нападающий,26,26,20,0,0,2286,5,0,9
2075,Ligue 1,Montpellier,Mollet,25,28,Нападающий,25,19,10,6,0,1687,5,0,6
2076,Ligue 1,Montpellier,Bertaud,16,21,Вратарь,3,3,2,0,21,197,0,1,-3
2077,Ligue 1,Montpellier,Chotard,33,18,Полузащитник,20,13,8,7,5,1250,4,1,0
2078,Ligue 1,Montpellier,Ferri,12,27,Полузащитник,16,13,7,3,0,1153,1,1,0
2079,Ligue 1,Montpellier,Ristić,26,24,Полузащитник,18,8,5,10,7,805,1,0,0
2080,Ligue 1,Montpellier,Junior Sambia,6,23,Полузащитник,17,5,1,12,4,579,3,1,1
2081,Ligue 1,Montpellier,Carvalho,30,20,Вратарь,1,0,0,1,6,71,0,0,-4
2082,Ligue 1,Montpellier,Camara,19,37,Нападающий,13,0,0,13,14,151,0,0,0
2083,Ligue 1,Montpellier,Cozza,31,20,Центральный защитник,7,6,5,1,5,556,1,0,0
2084,Ligue 1,Montpellier,Škuletić,32,29,Нападающий,5,1,0,4,12,103,0,0,0
2085,Ligue 1,Montpellier,Dolly,20,26,Полузащитник,6,1,1,5,4,143,1,0,0
2086,Ligue 1,Montpellier,Yun Il-Lok,24,27,Нападающий,5,1,0,4,3,119,0,0,0
2087,Ligue 1,Montpellier,Vargas,23,19,Полузащитник,3,2,0,1,4,152,0,0,0
2088,Ligue 1,Montpellier,Vidal,27,19,Центральный защитник,1,1,1,0,12,90,1,0,0
2089,Ligue 1,Montpellier,Mathías Suárez,22,23,Центральный защитник,1,1,0,0,9,61,0,0,0
2090,Ligue 1,Montpellier,Boutobba,15,21,Полузащитник,1,0,0,1,2,4,0,0,0
2091,Ligue 1,Montpellier,Badu,28,19,Нападающий,1,0,0,1,1,8,0,0,0
2092,Ligue 1,Montpellier,Píriz,23,29,Полузащитник,0,0,0,0,1,0,0,0,0
2093,Ligue 1,Montpellier,Kaïboué,21,21,Полузащитник,0,0,0,0,1,0,0,0,0
2094,Ligue 1,Montpellier,Adouyev,29,20,Полузащитник,0,0,0,0,1,0,0,0,0
2095,Ligue 1,Montpellier,Lasne,7,30,Полузащитник,0,0,0,0,0,0,0,0,0
2096,Ligue 1,Monaco,Lecomte,40,28,Вратарь,28,28,28,0,0,2520,1,0,-44
2097,Ligue 1,Monaco,Badiashile,32,18,Центральный защитник,16,16,14,0,12,1413,0,0,0
2098,Ligue 1,Monaco,Ballo,2,22,Левый защитник,21,18,18,3,4,1677,4,0,0
2099,Ligue 1,Monaco,Glik,25,31,Центральный защитник,23,23,23,0,5,2070,5,0,1
2100,Ligue 1,Monaco,Maripán,3,25,Центральный защитник,20,20,18,0,5,1755,2,0,2
2101,Ligue 1,Monaco,Golovin,17,23,Полузащитник,25,24,15,1,0,2069,5,1,3
2102,Ligue 1,Monaco,Bakayoko,6,25,Полузащитник,20,20,17,0,0,1722,4,1,1
2103,Ligue 1,Monaco,Adrien Silva,8,30,Полузащитник,22,13,9,9,1,1216,7,0,0
2104,Ligue 1,Monaco,Ben Yedder,22,29,Нападающий,26,25,15,1,0,2173,0,0,18
2105,Ligue 1,Monaco,Gelson Martins,11,24,Нападающий,21,20,11,1,0,1682,3,1,4
2106,Ligue 1,Monaco,Slimani,20,31,Нападающий,18,14,10,4,1,1286,5,1,9
2107,Ligue 1,Monaco,Subašić,1,35,Вратарь,0,0,0,0,18,0,1,1,0
2108,Ligue 1,Monaco,Aguilar,12,26,Правый защитник,19,11,9,8,5,1068,2,2,0
2109,Ligue 1,Monaco,Cesc Fàbregas,4,32,Полузащитник,18,12,2,6,5,935,1,1,0
2110,Ligue 1,Monaco,Keita Baldé,14,24,Нападающий,21,9,2,12,4,853,4,0,4
2111,Ligue 1,Monaco,Gil Dias,31,23,Полузащитник,14,12,10,2,6,1057,3,0,0
2112,Ligue 1,Monaco,Benaglio,16,36,Вратарь,0,0,0,0,9,0,1,0,0
2113,Ligue 1,Monaco,Jemerson,5,27,Центральный защитник,13,13,9,0,2,1060,2,1,0
2114,Ligue 1,Monaco,Henrichs,39,22,Полузащитник,13,10,8,3,3,890,2,0,0
2115,Ligue 1,Monaco,Jovetić,10,30,Нападающий,9,5,0,4,0,474,2,1,2
2116,Ligue 1,Monaco,Fofana,22,20,Полузащитник,7,7,5,0,0,612,1,0,0
2117,Ligue 1,Monaco,Augustin,22,22,Нападающий,10,2,0,8,6,260,0,0,0
2118,Ligue 1,Monaco,Boschilia,26,23,Полузащитник,5,1,0,4,4,128,0,0,0
2119,Ligue 1,Monaco,Onyekuru,7,22,Нападающий,4,2,0,2,4,160,0,0,0
2120,Ligue 1,Monaco,Tchouaméni,24,19,Полузащитник,3,0,0,3,3,62,3,0,0
2121,Ligue 1,Monaco,Panzo,37,19,Центральный защитник,2,1,1,1,1,106,0,0,0
2122,Ligue 1,Monaco,Foster,35,19,Центральный нападающий,2,1,0,1,0,62,0,0,0
2123,Ligue 1,Monaco,Traoré,21,24,Полузащитник,2,0,0,2,1,23,0,0,0
2124,Ligue 1,Monaco,Rony Lopes,7,24,Полузащитник,1,1,0,0,0,81,0,0,0
2125,Ligue 1,Monaco,Zagre,18,18,Левый защитник,0,0,0,0,9,0,0,0,0
2126,Ligue 1,Monaco,Sylla,34,20,Нападающий,1,0,0,1,0,9,0,0,0
2127,Ligue 1,Monaco,Jorge,28,23,Левый защитник,0,0,0,0,3,0,0,0,0
2128,Ligue 1,Monaco,Naldo,27,37,Центральный защитник,0,0,0,0,2,0,0,0,0
